SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
17-2072	Communications	76.6	135390	Architecture and engineering	98270	3	Electronics Engineers, Except Computer	4	1
17-2072	Competition and pace and scheduling	57.833333333	135390	Architecture and engineering	98270	1	Electronics Engineers, Except Computer	4	1
17-2072	Conflictual contact	40.733333333	135390	Architecture and engineering	98270	3	Electronics Engineers, Except Computer	4	1
17-2072	Criticality	73.95	135390	Architecture and engineering	98270	1	Electronics Engineers, Except Computer	4	1
17-2072	Environmental conditions	33	135390	Architecture and engineering	98270	2	Electronics Engineers, Except Computer	4	1
17-2072	Job hazards and work attire	31.7375	135390	Architecture and engineering	98270	1	Electronics Engineers, Except Computer	4	1
17-2072	Job interactions and responsibility for others	72.56	135390	Architecture and engineering	98270	1	Electronics Engineers, Except Computer	4	1
17-2072	Routine vs challenging	68.85	135390	Architecture and engineering	98270	1	Electronics Engineers, Except Computer	4	1
17-2072	Work setting	43.557142857	135390	Architecture and engineering	98270	2	Electronics Engineers, Except Computer	4	1
17-2081	Body positioning	39.955555556	52600	Architecture and engineering	84560	1	Environmental Engineers	5	1
17-2081	Communications	86.05	52600	Architecture and engineering	84560	1	Environmental Engineers	5	1
17-2081	Competition and pace and scheduling	59.3	52600	Architecture and engineering	84560	0	Environmental Engineers	5	1
17-2081	Conflictual contact	44.666666667	52600	Architecture and engineering	84560	2	Environmental Engineers	5	1
17-2081	Criticality	71.875	52600	Architecture and engineering	84560	2	Environmental Engineers	5	1
17-2081	Environmental conditions	42.25	52600	Architecture and engineering	84560	0	Environmental Engineers	5	1
17-2081	Job hazards and work attire	40.525	52600	Architecture and engineering	84560	0	Environmental Engineers	5	1
17-2081	Job interactions and responsibility for others	78.36	52600	Architecture and engineering	84560	0	Environmental Engineers	5	1
17-2081	Routine vs challenging	65.375	52600	Architecture and engineering	84560	2	Environmental Engineers	5	1
17-2081	Work setting	57.442857143	52600	Architecture and engineering	84560	0	Environmental Engineers	5	1
17-2111	Body positioning	42.644444444	24900	Architecture and engineering	84600	1	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Communications	83.533333333	24900	Architecture and engineering	84600	1	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Competition and pace and scheduling	53.377777778	24900	Architecture and engineering	84600	2	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Conflictual contact	46.755555556	24900	Architecture and engineering	84600	2	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Criticality	75.933333333	24900	Architecture and engineering	84600	1	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Environmental conditions	44.677777778	24900	Architecture and engineering	84600	0	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Job hazards and work attire	43.25	24900	Architecture and engineering	84600	0	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Job interactions and responsibility for others	72.253333333	24900	Architecture and engineering	84600	1	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Routine vs challenging	65.5	24900	Architecture and engineering	84600	2	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2111	Work setting	56.914285714	24900	Architecture and engineering	84600	0	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	4	1
17-2112	Body positioning	39.911111111	247570	Architecture and engineering	83470	1	Industrial Engineers	5	1
17-2112	Communications	81.5	247570	Architecture and engineering	83470	2	Industrial Engineers	5	1
17-2112	Competition and pace and scheduling	52.5	247570	Architecture and engineering	83470	2	Industrial Engineers	5	1
17-2112	Conflictual contact	45.866666667	247570	Architecture and engineering	83470	2	Industrial Engineers	5	1
17-2112	Criticality	73.475	247570	Architecture and engineering	83470	1	Industrial Engineers	5	1
17-2112	Environmental conditions	43.533333333	247570	Architecture and engineering	83470	0	Industrial Engineers	5	1
17-2112	Job hazards and work attire	36.6875	247570	Architecture and engineering	83470	0	Industrial Engineers	5	1
17-2112	Job interactions and responsibility for others	69.96	247570	Architecture and engineering	83470	1	Industrial Engineers	5	1
17-2112	Routine vs challenging	65.325	247570	Architecture and engineering	83470	2	Industrial Engineers	5	1
17-2112	Work setting	48.671428571	247570	Architecture and engineering	83470	0	Industrial Engineers	5	1
17-2121	Body positioning	48.133333333	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2121	Communications	81.816666667	7600	Architecture and engineering	93110	2	Marine Engineers and Naval Architects	4	1
17-2121	Competition and pace and scheduling	57.2	7600	Architecture and engineering	93110	1	Marine Engineers and Naval Architects	4	1
17-2121	Conflictual contact	40.4	7600	Architecture and engineering	93110	3	Marine Engineers and Naval Architects	4	1
17-2121	Criticality	79.9	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2121	Environmental conditions	52.8	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2121	Job hazards and work attire	43.5	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2121	Job interactions and responsibility for others	73.96	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2121	Routine vs challenging	69.8	7600	Architecture and engineering	93110	1	Marine Engineers and Naval Architects	4	1
17-2121	Work setting	56.5	7600	Architecture and engineering	93110	0	Marine Engineers and Naval Architects	4	1
17-2131	Body positioning	37.311111111	27040	Architecture and engineering	91310	3	Materials Engineers	4	1
17-2131	Communications	81.633333333	27040	Architecture and engineering	91310	2	Materials Engineers	4	1
17-2131	Competition and pace and scheduling	56.4	27040	Architecture and engineering	91310	1	Materials Engineers	4	1
17-2131	Conflictual contact	37.933333333	27040	Architecture and engineering	91310	3	Materials Engineers	4	1
17-2131	Criticality	70.05	27040	Architecture and engineering	91310	3	Materials Engineers	4	1
17-2131	Environmental conditions	40.9	27040	Architecture and engineering	91310	1	Materials Engineers	4	1
17-2131	Job hazards and work attire	43.775	27040	Architecture and engineering	91310	0	Materials Engineers	4	1
17-2131	Job interactions and responsibility for others	68.6	27040	Architecture and engineering	91310	2	Materials Engineers	4	1
17-2131	Routine vs challenging	62.95	27040	Architecture and engineering	91310	3	Materials Engineers	4	1
17-2131	Work setting	46.428571429	27040	Architecture and engineering	91310	2	Materials Engineers	4	1
17-2141	Body positioning	42.059259259	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	Communications	79.677777778	278340	Architecture and engineering	83590	3	Mechanical Engineers	4	1
17-2141	Competition and pace and scheduling	61.577777778	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	Conflictual contact	45.4	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	Criticality	70.816666667	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	Environmental conditions	38.3	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	Job hazards and work attire	38.483333333	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	Job interactions and responsibility for others	69.386666667	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	Routine vs challenging	67.15	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	Work setting	49.99047619	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2151	Body positioning	43.533333333	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Communications	81.7	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Competition and pace and scheduling	57.666666667	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Conflictual contact	42	8000	Architecture and engineering	94040	3	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Criticality	77.85	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Environmental conditions	44.4	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Job hazards and work attire	40.575	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Job interactions and responsibility for others	69.96	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Routine vs challenging	71.95	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	Work setting	58.714285714	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2161	Body positioning	41.222222222	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	Communications	82.666666667	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	Competition and pace and scheduling	57.266666667	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	Conflictual contact	43.266666667	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	Criticality	72.25	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	Environmental conditions	40.033333333	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	Job hazards and work attire	44.225	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	Job interactions and responsibility for others	75.64	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	Routine vs challenging	66.85	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	Work setting	50.771428571	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2171	Body positioning	39.444444444	34600	Architecture and engineering	129990	3	Petroleum Engineers	4	1
17-2171	Communications	82.266666667	34600	Architecture and engineering	129990	2	Petroleum Engineers	4	1
17-2171	Competition and pace and scheduling	56.6	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Conflictual contact	48.733333333	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Criticality	82.7	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	Environmental conditions	37.4	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Job hazards and work attire	31.375	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Job interactions and responsibility for others	70.4	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Routine vs challenging	72.45	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Work setting	48.514285714	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2199	Body positioning	41.475555556	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Communications	80.373333333	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Competition and pace and scheduling	57.073333333	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	Conflictual contact	42.753333333	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Criticality	70.82	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Environmental conditions	41.096666667	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	Job hazards and work attire	40.07	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	Job interactions and responsibility for others	70.076	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Routine vs challenging	67.18	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Work setting	49.368571429	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-3011	Body positioning	47.233333333	95280	Architecture and engineering	50710	0	Architectural and Civil Drafters	4	1
17-3011	Communications	77.016666667	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	Competition and pace and scheduling	56.533333333	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	Conflictual contact	40.7	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	Criticality	61.05	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	Environmental conditions	34.05	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	Job hazards and work attire	27.8	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	Job interactions and responsibility for others	59.82	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	Routine vs challenging	70.225	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	Work setting	49.957142857	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3012	Body positioning	44.144444444	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	Communications	78.366666667	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	Competition and pace and scheduling	57.333333333	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	Conflictual contact	43.1	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	Criticality	69.5	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	Environmental conditions	31.866666667	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	Job hazards and work attire	26.3375	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	Job interactions and responsibility for others	65.3	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	Routine vs challenging	74.95	29200	Architecture and engineering	59520	0	Electrical and Electronics Drafters	3	1
17-3012	Work setting	42.942857143	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3013	Body positioning	45.311111111	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Communications	73.033333333	65250	Architecture and engineering	53520	2	Mechanical Drafters	3	1
17-3013	Competition and pace and scheduling	52.6	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Conflictual contact	41.133333333	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Criticality	66.45	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Environmental conditions	31.433333333	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Job hazards and work attire	27.075	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Job interactions and responsibility for others	63.88	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Routine vs challenging	76.85	65250	Architecture and engineering	53520	0	Mechanical Drafters	3	1
17-3013	Work setting	40.057142857	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3021	Body positioning	46.733333333	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Communications	85.4	12890	Architecture and engineering	66180	1	Aerospace Engineering and Operations Technicians	4	1
17-3021	Competition and pace and scheduling	53.666666667	12890	Architecture and engineering	66180	2	Aerospace Engineering and Operations Technicians	4	1
17-3021	Conflictual contact	46.666666667	12890	Architecture and engineering	66180	2	Aerospace Engineering and Operations Technicians	4	1
17-3021	Criticality	80	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Environmental conditions	48.633333333	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Job hazards and work attire	42.45	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Job interactions and responsibility for others	72.04	12890	Architecture and engineering	66180	1	Aerospace Engineering and Operations Technicians	4	1
17-3021	Routine vs challenging	65.15	12890	Architecture and engineering	66180	2	Aerospace Engineering and Operations Technicians	4	1
17-3021	Work setting	52.257142857	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3022	Body positioning	46.044444444	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Communications	73.966666667	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Competition and pace and scheduling	46.733333333	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3022	Conflictual contact	43.8	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Criticality	71.55	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Environmental conditions	37.133333333	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Job hazards and work attire	31.4	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Job interactions and responsibility for others	65.32	71440	Architecture and engineering	49260	2	Civil Engineering Technicians	3	1
17-3022	Routine vs challenging	76.4	71440	Architecture and engineering	49260	0	Civil Engineering Technicians	3	1
17-3022	Work setting	53.771428571	71440	Architecture and engineering	49260	1	Civil Engineering Technicians	3	1
17-3023	Body positioning	48.122222222	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Communications	73.816666667	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Competition and pace and scheduling	54.4	139080	Architecture and engineering	61130	3	Electrical and Electronic Engineering Technicians	3	1
17-3023	Conflictual contact	40.8	139080	Architecture and engineering	61130	3	Electrical and Electronic Engineering Technicians	3	1
17-3023	Criticality	72.2	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Environmental conditions	45.35	139080	Architecture and engineering	61130	1	Electrical and Electronic Engineering Technicians	3	1
17-3023	Job hazards and work attire	44.05	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Job interactions and responsibility for others	70.66	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Routine vs challenging	70	139080	Architecture and engineering	61130	1	Electrical and Electronic Engineering Technicians	3	1
17-3023	Work setting	49.871428571	139080	Architecture and engineering	61130	1	Electrical and Electronic Engineering Technicians	3	1
17-3024	Body positioning	52.811111111	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Communications	75.1	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Competition and pace and scheduling	70.733333333	14720	Architecture and engineering	53340	0	Electro-Mechanical Technicians	3	1
17-3024	Conflictual contact	51.566666667	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Criticality	74.725	14720	Architecture and engineering	53340	2	Electro-Mechanical Technicians	3	1
17-3024	Environmental conditions	56.783333333	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Job hazards and work attire	52.1625	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Job interactions and responsibility for others	70.56	14720	Architecture and engineering	53340	2	Electro-Mechanical Technicians	3	1
17-3024	Routine vs challenging	70.75	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3024	Work setting	57.128571429	14720	Architecture and engineering	53340	1	Electro-Mechanical Technicians	3	1
17-3025	Body positioning	47.177777778	17360	Architecture and engineering	48650	0	Environmental Engineering Technicians	4	1
17-3025	Communications	80.466666667	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3025	Competition and pace and scheduling	54	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3025	Conflictual contact	43.466666667	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3025	Criticality	70.9	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3025	Environmental conditions	51.733333333	17360	Architecture and engineering	48650	0	Environmental Engineering Technicians	4	1
17-3025	Job hazards and work attire	47.75	17360	Architecture and engineering	48650	0	Environmental Engineering Technicians	4	1
17-3025	Job interactions and responsibility for others	72.6	17360	Architecture and engineering	48650	1	Environmental Engineering Technicians	4	1
17-3025	Routine vs challenging	65.5	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3025	Work setting	59.942857143	17360	Architecture and engineering	48650	0	Environmental Engineering Technicians	4	1
17-3026	Body positioning	48.955555556	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3026	Communications	82.266666667	62290	Architecture and engineering	53780	0	Industrial Engineering Technicians	3	1
17-3026	Competition and pace and scheduling	57.4	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3026	Conflictual contact	45.933333333	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3026	Criticality	79.85	62290	Architecture and engineering	53780	1	Industrial Engineering Technicians	3	1
17-3026	Environmental conditions	53.266666667	62290	Architecture and engineering	53780	1	Industrial Engineering Technicians	3	1
17-3026	Job hazards and work attire	44.35	62290	Architecture and engineering	53780	1	Industrial Engineering Technicians	3	1
17-3026	Job interactions and responsibility for others	72.8	62290	Architecture and engineering	53780	1	Industrial Engineering Technicians	3	1
17-3026	Routine vs challenging	71.55	62290	Architecture and engineering	53780	1	Industrial Engineering Technicians	3	1
17-3026	Work setting	47.4	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3027	Body positioning	49.488888889	48910	Architecture and engineering	53910	2	Mechanical Engineering Technicians	3	1
17-3027	Communications	74.766666667	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3027	Competition and pace and scheduling	60.933333333	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3027	Conflictual contact	46.466666667	48910	Architecture and engineering	53910	2	Mechanical Engineering Technicians	3	1
17-3027	Criticality	70.45	48910	Architecture and engineering	53910	3	Mechanical Engineering Technicians	3	1
17-3027	Environmental conditions	49.866666667	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3027	Job hazards and work attire	46.575	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3027	Job interactions and responsibility for others	72.52	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3027	Routine vs challenging	68.7	48910	Architecture and engineering	53910	2	Mechanical Engineering Technicians	3	1
17-3027	Work setting	49.142857143	48910	Architecture and engineering	53910	1	Mechanical Engineering Technicians	3	1
17-3029	Body positioning	46.128395062	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Communications	79.440740741	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Competition and pace and scheduling	62.82962963	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Conflictual contact	47.4	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Criticality	75.355555556	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Environmental conditions	50.159259259	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Job hazards and work attire	46.925	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Job interactions and responsibility for others	71.328888889	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Routine vs challenging	68.966666667	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Work setting	52.46031746	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3031	Body positioning	49.455555556	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Communications	75.333333333	53620	Architecture and engineering	42010	1	Surveying and Mapping Technicians	3	1
17-3031	Competition and pace and scheduling	57.1	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Conflictual contact	38.766666667	53620	Architecture and engineering	42010	3	Surveying and Mapping Technicians	3	1
17-3031	Criticality	73.275	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Environmental conditions	43.616666667	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Job hazards and work attire	35.9875	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Job interactions and responsibility for others	66.74	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Routine vs challenging	74.925	53620	Architecture and engineering	42010	0	Surveying and Mapping Technicians	3	1
17-3031	Work setting	52.014285714	53620	Architecture and engineering	42010	1	Surveying and Mapping Technicians	3	1
19-0000	Body positioning	41.70962963	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Communications	80.416666667	1146110	Life, physical, and social sciences	62160	1	Life, physical, and social sciences		2
19-0000	Competition and pace and scheduling	54.998888889	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Conflictual contact	42.794444444	1146110	Life, physical, and social sciences	62160	3	Life, physical, and social sciences		2
19-0000	Criticality	71.280833333	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Environmental conditions	38.407222222	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Job hazards and work attire	35.534166667	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Job interactions and responsibility for others	66.945333333	1146110	Life, physical, and social sciences	62160	3	Life, physical, and social sciences		2
19-0000	Routine vs challenging	67.373333333	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-0000	Work setting	49.771904762	1146110	Life, physical, and social sciences	62160	1	Life, physical, and social sciences		2
19-1011	Body positioning	39.133333333	2430	Life, physical, and social sciences	60390	1	Animal Scientists	5	1
19-1011	Communications	84.666666667	2430	Life, physical, and social sciences	60390	1	Animal Scientists	5	1
19-1011	Competition and pace and scheduling	57.466666667	2430	Life, physical, and social sciences	60390	1	Animal Scientists	5	1
19-1011	Conflictual contact	40.2	2430	Life, physical, and social sciences	60390	3	Animal Scientists	5	1
19-1011	Criticality	69.65	2430	Life, physical, and social sciences	60390	2	Animal Scientists	5	1
19-1011	Environmental conditions	47.066666667	2430	Life, physical, and social sciences	60390	0	Animal Scientists	5	1
19-1011	Job hazards and work attire	36.475	2430	Life, physical, and social sciences	60390	0	Animal Scientists	5	1
19-1011	Job interactions and responsibility for others	67	2430	Life, physical, and social sciences	60390	2	Animal Scientists	5	1
19-1011	Routine vs challenging	69.1	2430	Life, physical, and social sciences	60390	1	Animal Scientists	5	1
19-1011	Work setting	64.028571429	2430	Life, physical, and social sciences	60390	0	Animal Scientists	5	1
19-1012	Body positioning	42.022222222	14660	Life, physical, and social sciences	65840	1	Food Scientists and Technologists	4	1
19-1012	Communications	85.233333333	14660	Life, physical, and social sciences	65840	1	Food Scientists and Technologists	4	1
19-1012	Competition and pace and scheduling	64.133333333	14660	Life, physical, and social sciences	65840	0	Food Scientists and Technologists	4	1
19-1012	Conflictual contact	41	14660	Life, physical, and social sciences	65840	3	Food Scientists and Technologists	4	1
19-1012	Criticality	65.55	14660	Life, physical, and social sciences	65840	3	Food Scientists and Technologists	4	1
19-1012	Environmental conditions	44.233333333	14660	Life, physical, and social sciences	65840	0	Food Scientists and Technologists	4	1
19-1012	Job hazards and work attire	41.425	14660	Life, physical, and social sciences	65840	0	Food Scientists and Technologists	4	1
19-1012	Job interactions and responsibility for others	73.84	14660	Life, physical, and social sciences	65840	1	Food Scientists and Technologists	4	1
19-1012	Routine vs challenging	67.3	14660	Life, physical, and social sciences	65840	2	Food Scientists and Technologists	4	1
19-1012	Work setting	52.171428571	14660	Life, physical, and social sciences	65840	1	Food Scientists and Technologists	4	1
19-1013	Body positioning	41.8	14610	Life, physical, and social sciences	60050	1	Soil and Plant Scientists	5	1
19-1013	Communications	81.466666667	14610	Life, physical, and social sciences	60050	2	Soil and Plant Scientists	5	1
19-1013	Competition and pace and scheduling	55.2	14610	Life, physical, and social sciences	60050	1	Soil and Plant Scientists	5	1
19-1013	Conflictual contact	37.8	14610	Life, physical, and social sciences	60050	3	Soil and Plant Scientists	5	1
