SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
13-2071	Reasoning and decision making	64.072328492	30510	Business and financial operations	43840	3	Credit Counselors	4	1
13-2072	Administering	49.445823093	303870	Business and financial operations	63430	0	Loan Officers	3	1
13-2072	Communicating and interacting	64.020496009	303870	Business and financial operations	63430	0	Loan Officers	3	1
13-2072	Coordinating, developing, managing, and advising	50.505472124	303870	Business and financial operations	63430	1	Loan Officers	3	1
13-2072	Information and data processing	62.127737928	303870	Business and financial operations	63430	1	Loan Officers	3	1
13-2072	Information input	49.336565859	303870	Business and financial operations	63430	3	Loan Officers	3	1
13-2072	Performing complex and technical activities	31.659394195	303870	Business and financial operations	63430	3	Loan Officers	3	1
13-2072	Performing physical and manual work	17.599496193	303870	Business and financial operations	63430	3	Loan Officers	3	1
13-2072	Reasoning and decision making	64.697754594	303870	Business and financial operations	63430	1	Loan Officers	3	1
13-2081	Administering	44.584127815	59640	Business and financial operations	51430	1	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Communicating and interacting	65.518705647	59640	Business and financial operations	51430	0	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Coordinating, developing, managing, and advising	44.279497241	59640	Business and financial operations	51430	2	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Information and data processing	71.002258659	59640	Business and financial operations	51430	0	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Information input	54.57123743	59640	Business and financial operations	51430	2	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Performing complex and technical activities	38.402701007	59640	Business and financial operations	51430	2	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Performing physical and manual work	26.731047419	59640	Business and financial operations	51430	3	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2081	Reasoning and decision making	65.218153624	59640	Business and financial operations	51430	1	Tax Examiners and Collectors, and Revenue Agents	3	1
13-2082	Administering	48.971556494	72060	Business and financial operations	36450	0	Tax Preparers	3	1
13-2082	Communicating and interacting	57.359185403	72060	Business and financial operations	36450	1	Tax Preparers	3	1
13-2082	Coordinating, developing, managing, and advising	44.540069415	72060	Business and financial operations	36450	2	Tax Preparers	3	1
13-2082	Information and data processing	65.108866778	72060	Business and financial operations	36450	0	Tax Preparers	3	1
13-2082	Information input	53.719017052	72060	Business and financial operations	36450	3	Tax Preparers	3	1
13-2082	Performing complex and technical activities	38.505075271	72060	Business and financial operations	36450	2	Tax Preparers	3	1
13-2082	Performing physical and manual work	20.991306221	72060	Business and financial operations	36450	3	Tax Preparers	3	1
13-2082	Reasoning and decision making	58.30740444	72060	Business and financial operations	36450	2	Tax Preparers	3	1
13-2099	Administering	54.26290145	127250	Business and financial operations	66670	1	Financial Specialists, All Other	4	1
13-2099	Communicating and interacting	62.857161733	127250	Business and financial operations	66670	1	Financial Specialists, All Other	4	1
13-2099	Coordinating, developing, managing, and advising	64.568797239	127250	Business and financial operations	66670	1	Financial Specialists, All Other	4	1
13-2099	Information and data processing	76.758995226	127250	Business and financial operations	66670	0	Financial Specialists, All Other	4	1
13-2099	Information input	64.264386786	127250	Business and financial operations	66670	1	Financial Specialists, All Other	4	1
13-2099	Performing complex and technical activities	35.682028241	127250	Business and financial operations	66670	2	Financial Specialists, All Other	4	1
13-2099	Performing physical and manual work	22.587790701	127250	Business and financial operations	66670	3	Financial Specialists, All Other	4	1
13-2099	Reasoning and decision making	72.86164698	127250	Business and financial operations	66670	1	Financial Specialists, All Other	4	1
15-0000	Administering	43.457003571	4005250	Computer and mathematical	81430	1	Computer and mathematical		2
15-0000	Communicating and interacting	53.722836604	4005250	Computer and mathematical	81430	2	Computer and mathematical		2
15-0000	Coordinating, developing, managing, and advising	57.143818048	4005250	Computer and mathematical	81430	1	Computer and mathematical		2
15-0000	Information and data processing	68.777411679	4005250	Computer and mathematical	81430	0	Computer and mathematical		2
15-0000	Information input	61.203625364	4005250	Computer and mathematical	81430	1	Computer and mathematical		2
15-0000	Performing complex and technical activities	45.989389144	4005250	Computer and mathematical	81430	0	Computer and mathematical		2
15-0000	Performing physical and manual work	21.368801583	4005250	Computer and mathematical	81430	3	Computer and mathematical		2
15-0000	Reasoning and decision making	72.021820207	4005250	Computer and mathematical	81430	0	Computer and mathematical		2
15-1111	Administering	36.768480253	25510	Computer and mathematical	110620	3	Computer and Information Research Scientists	5	1
15-1111	Communicating and interacting	62.411623606	25510	Computer and mathematical	110620	2	Computer and Information Research Scientists	5	1
15-1111	Coordinating, developing, managing, and advising	56.685374613	25510	Computer and mathematical	110620	3	Computer and Information Research Scientists	5	1
15-1111	Information and data processing	72.308237176	25510	Computer and mathematical	110620	1	Computer and Information Research Scientists	5	1
15-1111	Information input	60.958964497	25510	Computer and mathematical	110620	2	Computer and Information Research Scientists	5	1
15-1111	Performing complex and technical activities	47.187660068	25510	Computer and mathematical	110620	0	Computer and Information Research Scientists	5	1
15-1111	Performing physical and manual work	24.542956388	25510	Computer and mathematical	110620	2	Computer and Information Research Scientists	5	1
15-1111	Reasoning and decision making	78.916557687	25510	Computer and mathematical	110620	0	Computer and Information Research Scientists	5	1
15-1121	Administering	51.42486216	556660	Computer and mathematical	85800	1	Computer Systems Analysts	4	1
15-1121	Communicating and interacting	59.960229543	556660	Computer and mathematical	85800	2	Computer Systems Analysts	4	1
15-1121	Coordinating, developing, managing, and advising	66.401462392	556660	Computer and mathematical	85800	0	Computer Systems Analysts	4	1
15-1121	Information and data processing	72.284850831	556660	Computer and mathematical	85800	0	Computer Systems Analysts	4	1
15-1121	Information input	63.711277067	556660	Computer and mathematical	85800	1	Computer Systems Analysts	4	1
15-1121	Performing complex and technical activities	53.16962257	556660	Computer and mathematical	85800	0	Computer Systems Analysts	4	1
15-1121	Performing physical and manual work	33.720573293	556660	Computer and mathematical	85800	1	Computer Systems Analysts	4	1
15-1121	Reasoning and decision making	75.49981366	556660	Computer and mathematical	85800	0	Computer Systems Analysts	4	1
15-1122	Administering	54.738961799	88880	Computer and mathematical	90120	0	Information Security Analysts	4	1
15-1122	Communicating and interacting	54.930715722	88880	Computer and mathematical	90120	3	Information Security Analysts	4	1
15-1122	Coordinating, developing, managing, and advising	54.05060296	88880	Computer and mathematical	90120	2	Information Security Analysts	4	1
15-1122	Information and data processing	72.691818627	88880	Computer and mathematical	90120	0	Information Security Analysts	4	1
15-1122	Information input	68.698418012	88880	Computer and mathematical	90120	0	Information Security Analysts	4	1
15-1122	Performing complex and technical activities	55.615420233	88880	Computer and mathematical	90120	0	Information Security Analysts	4	1
15-1122	Performing physical and manual work	24.769691328	88880	Computer and mathematical	90120	2	Information Security Analysts	4	1
15-1122	Reasoning and decision making	68.809759992	88880	Computer and mathematical	90120	2	Information Security Analysts	4	1
15-1131	Administering	20.250427876	289420	Computer and mathematical	79530	3	Computer Programmers	4	1
15-1131	Communicating and interacting	45.111030951	289420	Computer and mathematical	79530	3	Computer Programmers	4	1
15-1131	Coordinating, developing, managing, and advising	43.428492318	289420	Computer and mathematical	79530	3	Computer Programmers	4	1
15-1131	Information and data processing	63.144613063	289420	Computer and mathematical	79530	2	Computer Programmers	4	1
15-1131	Information input	58.872884891	289420	Computer and mathematical	79530	2	Computer Programmers	4	1
15-1131	Performing complex and technical activities	41.536330236	289420	Computer and mathematical	79530	1	Computer Programmers	4	1
15-1131	Performing physical and manual work	16.529937396	289420	Computer and mathematical	79530	3	Computer Programmers	4	1
15-1131	Reasoning and decision making	66.789313222	289420	Computer and mathematical	79530	2	Computer Programmers	4	1
15-1132	Administering	36.189810326	747730	Computer and mathematical	98260	3	Software Developers, Applications	4	1
15-1132	Communicating and interacting	48.607161889	747730	Computer and mathematical	98260	3	Software Developers, Applications	4	1
15-1132	Coordinating, developing, managing, and advising	53.702792871	747730	Computer and mathematical	98260	2	Software Developers, Applications	4	1
15-1132	Information and data processing	65.101434532	747730	Computer and mathematical	98260	2	Software Developers, Applications	4	1
15-1132	Information input	57.331523954	747730	Computer and mathematical	98260	2	Software Developers, Applications	4	1
15-1132	Performing complex and technical activities	42.353444756	747730	Computer and mathematical	98260	1	Software Developers, Applications	4	1
15-1132	Performing physical and manual work	14.635754962	747730	Computer and mathematical	98260	3	Software Developers, Applications	4	1
15-1132	Reasoning and decision making	73.961454716	747730	Computer and mathematical	98260	1	Software Developers, Applications	4	1
15-1133	Administering	28.075353883	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Communicating and interacting	39.671617122	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Coordinating, developing, managing, and advising	45.727501962	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Information and data processing	57.263317751	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Information input	48.334167392	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Performing complex and technical activities	44.891036228	390750	Computer and mathematical	105570	1	Software Developers, Systems Software	4	1
15-1133	Performing physical and manual work	16.374126813	390750	Computer and mathematical	105570	3	Software Developers, Systems Software	4	1
15-1133	Reasoning and decision making	70.933110936	390750	Computer and mathematical	105570	1	Software Developers, Systems Software	4	1
15-1134	Administering	40.420720885	127070	Computer and mathematical	64970	1	Web Developers	3	1
15-1134	Communicating and interacting	53.673541658	127070	Computer and mathematical	64970	2	Web Developers	3	1
15-1134	Coordinating, developing, managing, and advising	57.369814964	127070	Computer and mathematical	64970	0	Web Developers	3	1
15-1134	Information and data processing	64.210322454	127070	Computer and mathematical	64970	1	Web Developers	3	1
15-1134	Information input	58.173386209	127070	Computer and mathematical	64970	2	Web Developers	3	1
15-1134	Performing complex and technical activities	44.34932576	127070	Computer and mathematical	64970	2	Web Developers	3	1
15-1134	Performing physical and manual work	20.662902009	127070	Computer and mathematical	64970	3	Web Developers	3	1
15-1134	Reasoning and decision making	72.535365428	127070	Computer and mathematical	64970	0	Web Developers	3	1
15-1141	Administering	37.607634599	113770	Computer and mathematical	81710	3	Database Administrators	4	1
15-1141	Communicating and interacting	44.06801929	113770	Computer and mathematical	81710	3	Database Administrators	4	1
15-1141	Coordinating, developing, managing, and advising	49.444446416	113770	Computer and mathematical	81710	3	Database Administrators	4	1
15-1141	Information and data processing	69.302320974	113770	Computer and mathematical	81710	1	Database Administrators	4	1
15-1141	Information input	58.049698125	113770	Computer and mathematical	81710	2	Database Administrators	4	1
15-1141	Performing complex and technical activities	45.450738913	113770	Computer and mathematical	81710	1	Database Administrators	4	1
15-1141	Performing physical and manual work	29.569597531	113770	Computer and mathematical	81710	2	Database Administrators	4	1
15-1141	Reasoning and decision making	64.616955947	113770	Computer and mathematical	81710	3	Database Administrators	4	1
15-1142	Administering	39.976403243	374480	Computer and mathematical	77810	2	Network and Computer Systems Administrators	4	1
15-1142	Communicating and interacting	50.975743683	374480	Computer and mathematical	77810	3	Network and Computer Systems Administrators	4	1
15-1142	Coordinating, developing, managing, and advising	51.249743243	374480	Computer and mathematical	77810	2	Network and Computer Systems Administrators	4	1
15-1142	Information and data processing	67.555177985	374480	Computer and mathematical	77810	1	Network and Computer Systems Administrators	4	1
15-1142	Information input	70.259731793	374480	Computer and mathematical	77810	0	Network and Computer Systems Administrators	4	1
15-1142	Performing complex and technical activities	54.535988258	374480	Computer and mathematical	77810	0	Network and Computer Systems Administrators	4	1
15-1142	Performing physical and manual work	36.050261461	374480	Computer and mathematical	77810	1	Network and Computer Systems Administrators	4	1
15-1142	Reasoning and decision making	72.065432717	374480	Computer and mathematical	77810	1	Network and Computer Systems Administrators	4	1
15-1143	Administering	50.142161245	146600	Computer and mathematical	100240	1	Computer Network Architects	4	1
15-1143	Communicating and interacting	55.771906661	146600	Computer and mathematical	100240	2	Computer Network Architects	4	1
15-1143	Coordinating, developing, managing, and advising	60.592562171	146600	Computer and mathematical	100240	1	Computer Network Architects	4	1
15-1143	Information and data processing	63.348830625	146600	Computer and mathematical	100240	2	Computer Network Architects	4	1
15-1143	Information input	64.179459682	146600	Computer and mathematical	100240	1	Computer Network Architects	4	1
15-1143	Performing complex and technical activities	55.433379816	146600	Computer and mathematical	100240	0	Computer Network Architects	4	1
15-1143	Performing physical and manual work	32.629681516	146600	Computer and mathematical	100240	1	Computer Network Architects	4	1
15-1143	Reasoning and decision making	71.992894416	146600	Computer and mathematical	100240	1	Computer Network Architects	4	1
15-1151	Administering	39.845620868	585060	Computer and mathematical	48620	1	Computer User Support Specialists	3	1
15-1151	Communicating and interacting	54.316818855	585060	Computer and mathematical	48620	2	Computer User Support Specialists	3	1
15-1151	Coordinating, developing, managing, and advising	49.886384385	585060	Computer and mathematical	48620	1	Computer User Support Specialists	3	1
15-1151	Information and data processing	60.690999469	585060	Computer and mathematical	48620	1	Computer User Support Specialists	3	1
15-1151	Information input	62.038731616	585060	Computer and mathematical	48620	1	Computer User Support Specialists	3	1
15-1151	Performing complex and technical activities	59.638868024	585060	Computer and mathematical	48620	0	Computer User Support Specialists	3	1
15-1151	Performing physical and manual work	45.092662404	585060	Computer and mathematical	48620	2	Computer User Support Specialists	3	1
15-1151	Reasoning and decision making	65.958139911	585060	Computer and mathematical	48620	1	Computer User Support Specialists	3	1
15-1152	Administering	40.645737133	184570	Computer and mathematical	62250	2	Computer Network Support Specialists	4	1
15-1152	Communicating and interacting	49.677302456	184570	Computer and mathematical	62250	3	Computer Network Support Specialists	4	1
15-1152	Coordinating, developing, managing, and advising	48.79203719	184570	Computer and mathematical	62250	3	Computer Network Support Specialists	4	1
15-1152	Information and data processing	60.165250586	184570	Computer and mathematical	62250	3	Computer Network Support Specialists	4	1
15-1152	Information input	57.029847627	184570	Computer and mathematical	62250	2	Computer Network Support Specialists	4	1
15-1152	Performing complex and technical activities	55.512335364	184570	Computer and mathematical	62250	0	Computer Network Support Specialists	4	1
15-1152	Performing physical and manual work	37.029644304	184570	Computer and mathematical	62250	1	Computer Network Support Specialists	4	1
15-1152	Reasoning and decision making	65.516562375	184570	Computer and mathematical	62250	2	Computer Network Support Specialists	4	1
15-1199	Administering	46.774114186	223370	Computer and mathematical	85240	2	Computer Occupations, All Other	4	1
15-1199	Communicating and interacting	56.809920691	223370	Computer and mathematical	85240	2	Computer Occupations, All Other	4	1
15-1199	Coordinating, developing, managing, and advising	61.591277975	223370	Computer and mathematical	85240	1	Computer Occupations, All Other	4	1
15-1199	Information and data processing	69.659556657	223370	Computer and mathematical	85240	1	Computer Occupations, All Other	4	1
15-1199	Information input	62.080538729	223370	Computer and mathematical	85240	1	Computer Occupations, All Other	4	1
15-1199	Performing complex and technical activities	46.346744841	223370	Computer and mathematical	85240	1	Computer Occupations, All Other	4	1
15-1199	Performing physical and manual work	19.40159485	223370	Computer and mathematical	85240	3	Computer Occupations, All Other	4	1
15-1199	Reasoning and decision making	74.198169043	223370	Computer and mathematical	85240	0	Computer Occupations, All Other	4	1
15-2011	Administering	53.673504729	19770	Computer and mathematical	97070	1	Actuaries	4	1
15-2011	Communicating and interacting	60.207302311	19770	Computer and mathematical	97070	2	Actuaries	4	1
15-2011	Coordinating, developing, managing, and advising	65.253402991	19770	Computer and mathematical	97070	0	Actuaries	4	1
15-2011	Information and data processing	81.196807629	19770	Computer and mathematical	97070	0	Actuaries	4	1
15-2011	Information input	59.992948572	19770	Computer and mathematical	97070	2	Actuaries	4	1
15-2011	Performing complex and technical activities	34.107985014	19770	Computer and mathematical	97070	2	Actuaries	4	1
15-2011	Performing physical and manual work	6.6119462572	19770	Computer and mathematical	97070	3	Actuaries	4	1
15-2011	Reasoning and decision making	77.272013508	19770	Computer and mathematical	97070	0	Actuaries	4	1
15-2021	Administering	41.079253148	3170	Computer and mathematical	111110	3	Mathematicians	5	1
15-2021	Communicating and interacting	52.281909511	3170	Computer and mathematical	111110	3	Mathematicians	5	1
15-2021	Coordinating, developing, managing, and advising	57.471009469	3170	Computer and mathematical	111110	2	Mathematicians	5	1
15-2021	Information and data processing	66.669337729	3170	Computer and mathematical	111110	2	Mathematicians	5	1
15-2021	Information input	61.609424491	3170	Computer and mathematical	111110	2	Mathematicians	5	1
15-2021	Performing complex and technical activities	41.481538545	3170	Computer and mathematical	111110	1	Mathematicians	5	1
15-2021	Performing physical and manual work	11.250824523	3170	Computer and mathematical	111110	3	Mathematicians	5	1
15-2021	Reasoning and decision making	73.540230425	3170	Computer and mathematical	111110	1	Mathematicians	5	1
15-2031	Administering	47.411667259	95860	Computer and mathematical	78630	2	Operations Research Analysts	5	1
15-2031	Communicating and interacting	56.504286042	95860	Computer and mathematical	78630	3	Operations Research Analysts	5	1
15-2031	Coordinating, developing, managing, and advising	63.952854457	95860	Computer and mathematical	78630	1	Operations Research Analysts	5	1
15-2031	Information and data processing	70.343529279	95860	Computer and mathematical	78630	1	Operations Research Analysts	5	1
15-2031	Information input	65.278742015	95860	Computer and mathematical	78630	1	Operations Research Analysts	5	1
15-2031	Performing complex and technical activities	35.758826936	95860	Computer and mathematical	78630	2	Operations Research Analysts	5	1
15-2031	Performing physical and manual work	5.3024576462	95860	Computer and mathematical	78630	3	Operations Research Analysts	5	1
15-2031	Reasoning and decision making	78.86006794	95860	Computer and mathematical	78630	0	Operations Research Analysts	5	1
15-2041	Administering	45.873722494	29870	Computer and mathematical	80110	2	Statisticians	5	1
15-2041	Communicating and interacting	52.357075203	29870	Computer and mathematical	80110	3	Statisticians	5	1
15-2041	Coordinating, developing, managing, and advising	60.610451539	29870	Computer and mathematical	80110	2	Statisticians	5	1
15-2041	Information and data processing	73.529180266	29870	Computer and mathematical	80110	1	Statisticians	5	1
15-2041	Information input	59.511785767	29870	Computer and mathematical	80110	2	Statisticians	5	1
15-2041	Performing complex and technical activities	34.98896669	29870	Computer and mathematical	80110	2	Statisticians	5	1
15-2041	Performing physical and manual work	9.4139984532	29870	Computer and mathematical	80110	3	Statisticians	5	1
15-2041	Reasoning and decision making	69.689176503	29870	Computer and mathematical	80110	3	Statisticians	5	1
15-2091	Administering	18.670067936	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
15-2091	Communicating and interacting	33.249072604	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
15-2091	Coordinating, developing, managing, and advising	18.264258218	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
15-2091	Information and data processing	72.123979521	820	Computer and mathematical	46600	0	Mathematical Technicians	4	1
15-2091	Information input	54.684785624	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
15-2091	Performing complex and technical activities	37.253856189	820	Computer and mathematical	46600	2	Mathematical Technicians	4	1
15-2091	Performing physical and manual work	21.018839315	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
15-2091	Reasoning and decision making	54.69047667	820	Computer and mathematical	46600	3	Mathematical Technicians	4	1
17-0000	Administering	45.970982581	2475390	Architecture and engineering	76870	0	Architecture and engineering		2
17-0000	Communicating and interacting	54.355140705	2475390	Architecture and engineering	76870	2	Architecture and engineering		2
17-0000	Coordinating, developing, managing, and advising	57.236463724	2475390	Architecture and engineering	76870	1	Architecture and engineering		2
17-0000	Information and data processing	68.864298576	2475390	Architecture and engineering	76870	0	Architecture and engineering		2
17-0000	Information input	66.727981072	2475390	Architecture and engineering	76870	0	Architecture and engineering		2
17-0000	Performing complex and technical activities	59.026705408	2475390	Architecture and engineering	76870	0	Architecture and engineering		2
17-0000	Performing physical and manual work	41.741784834	2475390	Architecture and engineering	76870	2	Architecture and engineering		2
17-0000	Reasoning and decision making	69.371394487	2475390	Architecture and engineering	76870	1	Architecture and engineering		2
17-1011	Administering	64.531233581	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1011	Communicating and interacting	69.1140555	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1011	Coordinating, developing, managing, and advising	71.545630959	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1011	Information and data processing	69.69969451	93720	Architecture and engineering	76100	1	Architects, Except Landscape and Naval	4	1
17-1011	Information input	67.001218186	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1011	Performing complex and technical activities	53.032738933	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1011	Performing physical and manual work	28.604170481	93720	Architecture and engineering	76100	2	Architects, Except Landscape and Naval	4	1
17-1011	Reasoning and decision making	81.413745856	93720	Architecture and engineering	76100	0	Architects, Except Landscape and Naval	4	1
17-1012	Administering	56.751175018	19820	Architecture and engineering	63810	0	Landscape Architects	4	1
17-1012	Communicating and interacting	68.306092436	19820	Architecture and engineering	63810	0	Landscape Architects	4	1
17-1012	Coordinating, developing, managing, and advising	67.898577353	19820	Architecture and engineering	63810	0	Landscape Architects	4	1
17-1012	Information and data processing	66.642909281	19820	Architecture and engineering	63810	2	Landscape Architects	4	1
17-1012	Information input	64.975678728	19820	Architecture and engineering	63810	1	Landscape Architects	4	1
17-1012	Performing complex and technical activities	50.364265448	19820	Architecture and engineering	63810	1	Landscape Architects	4	1
17-1012	Performing physical and manual work	35.603935549	19820	Architecture and engineering	63810	1	Landscape Architects	4	1
17-1012	Reasoning and decision making	78.694519201	19820	Architecture and engineering	63810	0	Landscape Architects	4	1
17-1021	Administering	32.830819543	11970	Architecture and engineering	61880	3	Cartographers and Photogrammetrists	4	1
17-1021	Communicating and interacting	41.729976753	11970	Architecture and engineering	61880	3	Cartographers and Photogrammetrists	4	1
17-1021	Coordinating, developing, managing, and advising	47.004993862	11970	Architecture and engineering	61880	3	Cartographers and Photogrammetrists	4	1
17-1021	Information and data processing	62.889566115	11970	Architecture and engineering	61880	2	Cartographers and Photogrammetrists	4	1
17-1021	Information input	58.573485371	11970	Architecture and engineering	61880	2	Cartographers and Photogrammetrists	4	1
17-1021	Performing complex and technical activities	50.1965822	11970	Architecture and engineering	61880	1	Cartographers and Photogrammetrists	4	1
17-1021	Performing physical and manual work	24.678213079	11970	Architecture and engineering	61880	2	Cartographers and Photogrammetrists	4	1
17-1021	Reasoning and decision making	61.314916136	11970	Architecture and engineering	61880	3	Cartographers and Photogrammetrists	4	1
17-1022	Administering	64.537014279	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-1022	Communicating and interacting	62.050143987	43140	Architecture and engineering	58020	1	Surveyors	4	1
17-1022	Coordinating, developing, managing, and advising	69.378505868	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-1022	Information and data processing	76.467800103	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-1022	Information input	65.09817088	43140	Architecture and engineering	58020	1	Surveyors	4	1
17-1022	Performing complex and technical activities	64.240622061	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-1022	Performing physical and manual work	60.760827412	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-1022	Reasoning and decision making	74.16484138	43140	Architecture and engineering	58020	0	Surveyors	4	1
17-2011	Administering	38.915871474	66980	Architecture and engineering	107830	3	Aerospace Engineers	4	1
17-2011	Communicating and interacting	50.631308621	66980	Architecture and engineering	107830	3	Aerospace Engineers	4	1
17-2011	Coordinating, developing, managing, and advising	57.663611625	66980	Architecture and engineering	107830	2	Aerospace Engineers	4	1
17-2011	Information and data processing	78.372433626	66980	Architecture and engineering	107830	0	Aerospace Engineers	4	1
17-2011	Information input	71.113712905	66980	Architecture and engineering	107830	0	Aerospace Engineers	4	1
17-2011	Performing complex and technical activities	60.905424338	66980	Architecture and engineering	107830	0	Aerospace Engineers	4	1
17-2011	Performing physical and manual work	36.83537077	66980	Architecture and engineering	107830	1	Aerospace Engineers	4	1
17-2011	Reasoning and decision making	75.871756395	66980	Architecture and engineering	107830	0	Aerospace Engineers	4	1
17-2021	Administering	57.347766403	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2021	Communicating and interacting	58.874738103	2330	Architecture and engineering	75090	2	Agricultural Engineers	4	1
17-2021	Coordinating, developing, managing, and advising	64.419104426	2330	Architecture and engineering	75090	1	Agricultural Engineers	4	1
17-2021	Information and data processing	75.029457921	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2021	Information input	74.593927957	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2021	Performing complex and technical activities	66.25262726	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2021	Performing physical and manual work	39.807232579	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2021	Reasoning and decision making	74.989700031	2330	Architecture and engineering	75090	0	Agricultural Engineers	4	1
17-2031	Administering	54.45937451	20890	Architecture and engineering	86220	1	Biomedical Engineers	4	1
17-2031	Communicating and interacting	56.814439916	20890	Architecture and engineering	86220	2	Biomedical Engineers	4	1
17-2031	Coordinating, developing, managing, and advising	66.791705256	20890	Architecture and engineering	86220	0	Biomedical Engineers	4	1
17-2031	Information and data processing	76.90841577	20890	Architecture and engineering	86220	0	Biomedical Engineers	4	1
17-2031	Information input	73.697897904	20890	Architecture and engineering	86220	0	Biomedical Engineers	4	1
17-2031	Performing complex and technical activities	57.549120068	20890	Architecture and engineering	86220	0	Biomedical Engineers	4	1
17-2031	Performing physical and manual work	30.642528622	20890	Architecture and engineering	86220	2	Biomedical Engineers	4	1
17-2031	Reasoning and decision making	75.920751727	20890	Architecture and engineering	86220	0	Biomedical Engineers	4	1
17-2041	Administering	57.501099305	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2041	Communicating and interacting	61.089044208	32230	Architecture and engineering	97360	2	Chemical Engineers	4	1
17-2041	Coordinating, developing, managing, and advising	69.776483174	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2041	Information and data processing	74.025294448	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2041	Information input	73.481096515	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2041	Performing complex and technical activities	56.657556169	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2041	Performing physical and manual work	29.19417585	32230	Architecture and engineering	97360	2	Chemical Engineers	4	1
17-2041	Reasoning and decision making	77.809503959	32230	Architecture and engineering	97360	0	Chemical Engineers	4	1
17-2051	Administering	61.422218718	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2051	Communicating and interacting	63.529640411	275210	Architecture and engineering	82220	1	Civil Engineers	4	1
17-2051	Coordinating, developing, managing, and advising	68.169970762	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2051	Information and data processing	73.058073416	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2051	Information input	69.297420494	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2051	Performing complex and technical activities	52.664695152	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2051	Performing physical and manual work	31.505496144	275210	Architecture and engineering	82220	1	Civil Engineers	4	1
17-2051	Reasoning and decision making	75.567195853	275210	Architecture and engineering	82220	0	Civil Engineers	4	1
17-2061	Administering	39.895242681	75870	Architecture and engineering	111730	2	Computer Hardware Engineers	4	1
17-2061	Communicating and interacting	49.34994294	75870	Architecture and engineering	111730	3	Computer Hardware Engineers	4	1
17-2061	Coordinating, developing, managing, and advising	54.793115238	75870	Architecture and engineering	111730	2	Computer Hardware Engineers	4	1
17-2061	Information and data processing	72.867488266	75870	Architecture and engineering	111730	0	Computer Hardware Engineers	4	1
17-2061	Information input	66.845472716	75870	Architecture and engineering	111730	1	Computer Hardware Engineers	4	1
17-2061	Performing complex and technical activities	67.34565672	75870	Architecture and engineering	111730	0	Computer Hardware Engineers	4	1
17-2061	Performing physical and manual work	29.186683373	75870	Architecture and engineering	111730	2	Computer Hardware Engineers	4	1
17-2061	Reasoning and decision making	71.208272086	75870	Architecture and engineering	111730	1	Computer Hardware Engineers	4	1
17-2071	Administering	41.359213645	178580	Architecture and engineering	93010	2	Electrical Engineers	4	1
