SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
25-1071	Mathematics and science	57.402430485	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1072	Arts and humanities	46.304192428	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Business and management	53.611447282	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Communications	45.839393454	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Education and training	94.271339892	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Engineering and technology	27.118865675	57390	Education, training, and library	67480	2	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Health services	77.871578978	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Law and public safety	49.975366277	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Manufacturing, production, and transportation	20.799193317	57390	Education, training, and library	67480	2	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	Mathematics and science	60.581213394	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1081	Arts and humanities	48.4299387	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	Business and management	47.065400201	60260	Education, training, and library	61560	2	Education Teachers, Postsecondary	5	1
25-1081	Communications	36.793345331	60260	Education, training, and library	61560	2	Education Teachers, Postsecondary	5	1
25-1081	Education and training	95.922585928	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	Engineering and technology	22.205239598	60260	Education, training, and library	61560	3	Education Teachers, Postsecondary	5	1
25-1081	Health services	41.20845538	60260	Education, training, and library	61560	1	Education Teachers, Postsecondary	5	1
25-1081	Law and public safety	48.409978265	60260	Education, training, and library	61560	1	Education Teachers, Postsecondary	5	1
25-1081	Manufacturing, production, and transportation	14.198089628	60260	Education, training, and library	61560	3	Education Teachers, Postsecondary	5	1
25-1081	Mathematics and science	41.193956993	60260	Education, training, and library	61560	2	Education Teachers, Postsecondary	5	1
25-1082	Arts and humanities	42.945686531	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	Business and management	47.867773541	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	Communications	54.73849845	4910	Education, training, and library	67660	0	Library Science Teachers, Postsecondary	5	1
25-1082	Education and training	93.076314178	4910	Education, training, and library	67660	0	Library Science Teachers, Postsecondary	5	1
25-1082	Engineering and technology	27.289960147	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	Health services	25.116846895	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	Law and public safety	43.594485591	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	Manufacturing, production, and transportation	13.551721162	4910	Education, training, and library	67660	3	Library Science Teachers, Postsecondary	5	1
25-1082	Mathematics and science	31.330040566	4910	Education, training, and library	67660	3	Library Science Teachers, Postsecondary	5	1
25-1111	Arts and humanities	49.089455025	14560	Education, training, and library	58770	0	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Business and management	45.346059805	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Communications	48.379916939	14560	Education, training, and library	58770	0	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Education and training	83.788511362	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Engineering and technology	31.62477948	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Health services	42.813374238	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Law and public safety	79.311305154	14560	Education, training, and library	58770	0	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Manufacturing, production, and transportation	22.490321389	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	Mathematics and science	45.930446714	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1112	Arts and humanities	48.409336142	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1112	Business and management	32.559193154	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	Communications	43.598421627	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1112	Education and training	94.242241318	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1112	Engineering and technology	15.933600279	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	Health services	17.798679286	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	Law and public safety	63.629230781	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1112	Manufacturing, production, and transportation	9.9357118217	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	Mathematics and science	22.03708256	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1113	Arts and humanities	43.859821007	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	Business and management	45.769886734	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	Communications	41.005225878	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	Education and training	95.285286335	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	Engineering and technology	19.889050551	11740	Education, training, and library	63390	3	Social Work Teachers, Postsecondary	5	1
25-1113	Health services	55.261870177	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	Law and public safety	42.138560455	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	Manufacturing, production, and transportation	15.590166397	11740	Education, training, and library	63390	3	Social Work Teachers, Postsecondary	5	1
25-1113	Mathematics and science	45.487002364	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1121	Arts and humanities	71.732863708	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Business and management	38.483712702	98310	Education, training, and library	65340	3	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Communications	43.744829663	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Education and training	86.716781964	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Engineering and technology	35.285827132	98310	Education, training, and library	65340	1	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Health services	22.778794811	98310	Education, training, and library	65340	2	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Law and public safety	25.55127073	98310	Education, training, and library	65340	3	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Manufacturing, production, and transportation	9.7563687815	98310	Education, training, and library	65340	3	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	Mathematics and science	34.329533505	98310	Education, training, and library	65340	3	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1122	Arts and humanities	54.207932728	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	Business and management	50.718193207	29050	Education, training, and library	63410	1	Communications Teachers, Postsecondary	5	1
25-1122	Communications	64.281363882	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	Education and training	88.538130776	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	Engineering and technology	26.158502495	29050	Education, training, and library	63410	2	Communications Teachers, Postsecondary	5	1
25-1122	Health services	26.588825113	29050	Education, training, and library	63410	2	Communications Teachers, Postsecondary	5	1
25-1122	Law and public safety	41.381584121	29050	Education, training, and library	63410	2	Communications Teachers, Postsecondary	5	1
25-1122	Manufacturing, production, and transportation	20.88201282	29050	Education, training, and library	63410	1	Communications Teachers, Postsecondary	5	1
25-1122	Mathematics and science	36.232582697	29050	Education, training, and library	63410	3	Communications Teachers, Postsecondary	5	1
25-1123	Arts and humanities	60.382578885	75730	Education, training, and library	61990	0	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Business and management	36.769748323	75730	Education, training, and library	61990	3	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Communications	45.892879613	75730	Education, training, and library	61990	0	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Education and training	83.457260347	75730	Education, training, and library	61990	1	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Engineering and technology	18.887341781	75730	Education, training, and library	61990	3	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Health services	25.458097495	75730	Education, training, and library	61990	2	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Law and public safety	28.043887454	75730	Education, training, and library	61990	3	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Manufacturing, production, and transportation	11.259153697	75730	Education, training, and library	61990	3	English Language and Literature Teachers, Postsecondary	5	1
25-1123	Mathematics and science	29.649366914	75730	Education, training, and library	61990	3	English Language and Literature Teachers, Postsecondary	5	1
25-1124	Arts and humanities	67.529330724	30120	Education, training, and library	61380	0	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Business and management	36.300823224	30120	Education, training, and library	61380	3	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Communications	35.601927964	30120	Education, training, and library	61380	2	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Education and training	83.538868647	30120	Education, training, and library	61380	1	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Engineering and technology	19.843974007	30120	Education, training, and library	61380	3	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Health services	26.948498962	30120	Education, training, and library	61380	2	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Law and public safety	27.479726681	30120	Education, training, and library	61380	3	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Manufacturing, production, and transportation	13.071060489	30120	Education, training, and library	61380	3	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1124	Mathematics and science	33.733174643	30120	Education, training, and library	61380	3	Foreign Language and Literature Teachers, Postsecondary	5	1
25-1125	Arts and humanities	76.350330638	23680	Education, training, and library	69400	0	History Teachers, Postsecondary	5	1
25-1125	Business and management	38.328767353	23680	Education, training, and library	69400	3	History Teachers, Postsecondary	5	1
25-1125	Communications	46.687755175	23680	Education, training, and library	69400	0	History Teachers, Postsecondary	5	1
25-1125	Education and training	87.663971272	23680	Education, training, and library	69400	0	History Teachers, Postsecondary	5	1
25-1125	Engineering and technology	16.843356943	23680	Education, training, and library	69400	3	History Teachers, Postsecondary	5	1
25-1125	Health services	19.576268655	23680	Education, training, and library	69400	3	History Teachers, Postsecondary	5	1
25-1125	Law and public safety	45.846224974	23680	Education, training, and library	69400	1	History Teachers, Postsecondary	5	1
25-1125	Manufacturing, production, and transportation	12.979577045	23680	Education, training, and library	69400	3	History Teachers, Postsecondary	5	1
25-1125	Mathematics and science	38.025495297	23680	Education, training, and library	69400	3	History Teachers, Postsecondary	5	1
25-1126	Arts and humanities	67.163965226	23820	Education, training, and library	66380	0	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Business and management	42.212138955	23820	Education, training, and library	66380	3	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Communications	44.49777744	23820	Education, training, and library	66380	0	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Education and training	85.683806152	23820	Education, training, and library	66380	0	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Engineering and technology	21.919670948	23820	Education, training, and library	66380	3	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Health services	27.759142822	23820	Education, training, and library	66380	2	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Law and public safety	35.717340853	23820	Education, training, and library	66380	3	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Manufacturing, production, and transportation	14.488679521	23820	Education, training, and library	66380	3	Philosophy and Religion Teachers, Postsecondary	5	1
25-1126	Mathematics and science	32.827313811	23820	Education, training, and library	66380	3	Philosophy and Religion Teachers, Postsecondary	5	1
25-1191	Arts and humanities	41.986013384	125100	Education, training, and library	30810	1	Graduate Teaching Assistants	5	1
25-1191	Business and management	40.083014858	125100	Education, training, and library	30810	3	Graduate Teaching Assistants	5	1
25-1191	Communications	37.980402992	125100	Education, training, and library	30810	2	Graduate Teaching Assistants	5	1
25-1191	Education and training	80.032314747	125100	Education, training, and library	30810	1	Graduate Teaching Assistants	5	1
25-1191	Engineering and technology	33.349476477	125100	Education, training, and library	30810	1	Graduate Teaching Assistants	5	1
25-1191	Health services	26.344938554	125100	Education, training, and library	30810	2	Graduate Teaching Assistants	5	1
25-1191	Law and public safety	30.215529015	125100	Education, training, and library	30810	3	Graduate Teaching Assistants	5	1
25-1191	Manufacturing, production, and transportation	15.542774461	125100	Education, training, and library	30810	3	Graduate Teaching Assistants	5	1
25-1191	Mathematics and science	43.928362704	125100	Education, training, and library	30810	2	Graduate Teaching Assistants	5	1
25-1192	Arts and humanities	50.107278964	3650	Education, training, and library	64950	0	Home Economics Teachers, Postsecondary	5	1
25-1192	Business and management	51.079141531	3650	Education, training, and library	64950	1	Home Economics Teachers, Postsecondary	5	1
25-1192	Communications	39.985543115	3650	Education, training, and library	64950	1	Home Economics Teachers, Postsecondary	5	1
25-1192	Education and training	88.68209771	3650	Education, training, and library	64950	0	Home Economics Teachers, Postsecondary	5	1
25-1192	Engineering and technology	31.006351258	3650	Education, training, and library	64950	2	Home Economics Teachers, Postsecondary	5	1
25-1192	Health services	43.939922565	3650	Education, training, and library	64950	1	Home Economics Teachers, Postsecondary	5	1
25-1192	Law and public safety	46.544703264	3650	Education, training, and library	64950	1	Home Economics Teachers, Postsecondary	5	1
25-1192	Manufacturing, production, and transportation	30.287030134	3650	Education, training, and library	64950	0	Home Economics Teachers, Postsecondary	5	1
25-1192	Mathematics and science	47.060871212	3650	Education, training, and library	64950	1	Home Economics Teachers, Postsecondary	5	1
25-1193	Arts and humanities	41.413018902	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Business and management	40.881536283	17980	Education, training, and library	59280	3	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Communications	39.146937808	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Education and training	90.929484814	17980	Education, training, and library	59280	0	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Engineering and technology	24.585457726	17980	Education, training, and library	59280	2	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Health services	57.511554452	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Law and public safety	45.208969441	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Manufacturing, production, and transportation	21.938514314	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1193	Mathematics and science	46.738881637	17980	Education, training, and library	59280	1	Recreation and Fitness Studies Teachers, Postsecondary	5	1
25-1194	Arts and humanities	33.533847611	119800	Education, training, and library	49470	0	Vocational Education Teachers, Postsecondary	3	1
25-1194	Business and management	49.187637443	119800	Education, training, and library	49470	1	Vocational Education Teachers, Postsecondary	3	1
25-1194	Communications	35.399129113	119800	Education, training, and library	49470	1	Vocational Education Teachers, Postsecondary	3	1
25-1194	Education and training	85.986708137	119800	Education, training, and library	49470	0	Vocational Education Teachers, Postsecondary	3	1
25-1194	Engineering and technology	24.535992016	119800	Education, training, and library	49470	3	Vocational Education Teachers, Postsecondary	3	1
25-1194	Health services	37.348271694	119800	Education, training, and library	49470	0	Vocational Education Teachers, Postsecondary	3	1
25-1194	Law and public safety	42.816225309	119800	Education, training, and library	49470	1	Vocational Education Teachers, Postsecondary	3	1
25-1194	Manufacturing, production, and transportation	16.483590887	119800	Education, training, and library	49470	3	Vocational Education Teachers, Postsecondary	3	1
25-1194	Mathematics and science	32.306699012	119800	Education, training, and library	49470	2	Vocational Education Teachers, Postsecondary	3	1
25-2011	Arts and humanities	36.995055336	370190	Education, training, and library	28570	0	Preschool Teachers, Except Special Education	3	1
25-2011	Business and management	37.350661339	370190	Education, training, and library	28570	2	Preschool Teachers, Except Special Education	3	1
25-2011	Communications	28.293418504	370190	Education, training, and library	28570	2	Preschool Teachers, Except Special Education	3	1
25-2011	Education and training	64.619767795	370190	Education, training, and library	28570	0	Preschool Teachers, Except Special Education	3	1
25-2011	Engineering and technology	16.281141553	370190	Education, training, and library	28570	3	Preschool Teachers, Except Special Education	3	1
25-2011	Health services	38.722037226	370190	Education, training, and library	28570	0	Preschool Teachers, Except Special Education	3	1
25-2011	Law and public safety	38.758814794	370190	Education, training, and library	28570	2	Preschool Teachers, Except Special Education	3	1
25-2011	Manufacturing, production, and transportation	21.125615922	370190	Education, training, and library	28570	3	Preschool Teachers, Except Special Education	3	1
25-2011	Mathematics and science	34.336538677	370190	Education, training, and library	28570	1	Preschool Teachers, Except Special Education	3	1
25-2012	Arts and humanities	41.746774082	158150	Education, training, and library	51640	0	Kindergarten Teachers, Except Special Education	4	1
25-2012	Business and management	29.69626529	158150	Education, training, and library	51640	3	Kindergarten Teachers, Except Special Education	4	1
25-2012	Communications	31.189523167	158150	Education, training, and library	51640	3	Kindergarten Teachers, Except Special Education	4	1
25-2012	Education and training	67.776101832	158150	Education, training, and library	51640	0	Kindergarten Teachers, Except Special Education	4	1
25-2012	Engineering and technology	13.341685154	158150	Education, training, and library	51640	3	Kindergarten Teachers, Except Special Education	4	1
25-2012	Health services	32.551625331	158150	Education, training, and library	51640	0	Kindergarten Teachers, Except Special Education	4	1
25-2012	Law and public safety	36.9425226	158150	Education, training, and library	51640	2	Kindergarten Teachers, Except Special Education	4	1
25-2012	Manufacturing, production, and transportation	15.61702292	158150	Education, training, and library	51640	3	Kindergarten Teachers, Except Special Education	4	1
25-2012	Mathematics and science	36.710193509	158150	Education, training, and library	51640	1	Kindergarten Teachers, Except Special Education	4	1
25-2021	Arts and humanities	50.845030032	1381430	Education, training, and library	54890	0	Elementary School Teachers, Except Special Education	4	1
25-2021	Business and management	38.344360938	1381430	Education, training, and library	54890	3	Elementary School Teachers, Except Special Education	4	1
25-2021	Communications	31.88326375	1381430	Education, training, and library	54890	3	Elementary School Teachers, Except Special Education	4	1
25-2021	Education and training	76.621520254	1381430	Education, training, and library	54890	0	Elementary School Teachers, Except Special Education	4	1
25-2021	Engineering and technology	25.737164118	1381430	Education, training, and library	54890	3	Elementary School Teachers, Except Special Education	4	1
25-2021	Health services	43.572765595	1381430	Education, training, and library	54890	0	Elementary School Teachers, Except Special Education	4	1
25-2021	Law and public safety	44.462813847	1381430	Education, training, and library	54890	1	Elementary School Teachers, Except Special Education	4	1
25-2021	Manufacturing, production, and transportation	17.897409709	1381430	Education, training, and library	54890	3	Elementary School Teachers, Except Special Education	4	1
25-2021	Mathematics and science	49.101305906	1381430	Education, training, and library	54890	0	Elementary School Teachers, Except Special Education	4	1
25-2022	Arts and humanities	51.819582635	632760	Education, training, and library	55860	0	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Business and management	42.808210345	632760	Education, training, and library	55860	3	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Communications	44.524041754	632760	Education, training, and library	55860	0	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Education and training	84.078192663	632760	Education, training, and library	55860	0	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Engineering and technology	35.376933284	632760	Education, training, and library	55860	2	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Health services	32.374593628	632760	Education, training, and library	55860	0	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Law and public safety	44.859766194	632760	Education, training, and library	55860	1	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Manufacturing, production, and transportation	27.50968222	632760	Education, training, and library	55860	1	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2022	Mathematics and science	44.312345812	632760	Education, training, and library	55860	1	Middle School Teachers, Except Special and Career/Technical Education	4	1
25-2023	Arts and humanities	39.166847695	13090	Education, training, and library	55190	0	Career/Technical Education Teachers, Middle School	4	1
25-2023	Business and management	44.524012118	13090	Education, training, and library	55190	2	Career/Technical Education Teachers, Middle School	4	1
25-2023	Communications	41.556028481	13090	Education, training, and library	55190	1	Career/Technical Education Teachers, Middle School	4	1
25-2023	Education and training	76.651341402	13090	Education, training, and library	55190	0	Career/Technical Education Teachers, Middle School	4	1
25-2023	Engineering and technology	49.415421339	13090	Education, training, and library	55190	1	Career/Technical Education Teachers, Middle School	4	1
25-2023	Health services	34.316791159	13090	Education, training, and library	55190	0	Career/Technical Education Teachers, Middle School	4	1
25-2023	Law and public safety	41.123281073	13090	Education, training, and library	55190	2	Career/Technical Education Teachers, Middle School	4	1
25-2023	Manufacturing, production, and transportation	36.477704274	13090	Education, training, and library	55190	0	Career/Technical Education Teachers, Middle School	4	1
25-2023	Mathematics and science	41.241155607	13090	Education, training, and library	55190	1	Career/Technical Education Teachers, Middle School	4	1
25-2031	Arts and humanities	52.210478866	962820	Education, training, and library	57200	0	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Business and management	45.711429336	962820	Education, training, and library	57200	2	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Communications	43.580985842	962820	Education, training, and library	57200	1	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Education and training	82.167772676	962820	Education, training, and library	57200	0	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Engineering and technology	34.38821231	962820	Education, training, and library	57200	2	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Health services	39.779354888	962820	Education, training, and library	57200	0	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Law and public safety	48.296685553	962820	Education, training, and library	57200	1	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Manufacturing, production, and transportation	24.895590695	962820	Education, training, and library	57200	2	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2031	Mathematics and science	47.458264397	962820	Education, training, and library	57200	0	Secondary School Teachers, Except Special and Career/Technical Education	4	1
25-2032	Arts and humanities	36.151061731	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Business and management	55.046986885	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Communications	42.263146607	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Education and training	81.594119817	77430	Education, training, and library	56130	0	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Engineering and technology	48.455068142	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Health services	37.894492535	77430	Education, training, and library	56130	0	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Law and public safety	50.482568805	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Manufacturing, production, and transportation	36.149600221	77430	Education, training, and library	56130	0	Career/Technical Education Teachers, Secondary School	4	1
25-2032	Mathematics and science	45.436322649	77430	Education, training, and library	56130	1	Career/Technical Education Teachers, Secondary School	4	1
25-2052	Arts and humanities	42.510409896	195780	Education, training, and library	55810	0	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Business and management	39.880181419	195780	Education, training, and library	55810	3	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Communications	34.976926675	195780	Education, training, and library	55810	2	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Education and training	81.509680708	195780	Education, training, and library	55810	0	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Engineering and technology	19.976250838	195780	Education, training, and library	55810	3	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Health services	44.23785605	195780	Education, training, and library	55810	0	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Law and public safety	51.525336149	195780	Education, training, and library	55810	1	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Manufacturing, production, and transportation	14.410613484	195780	Education, training, and library	55810	3	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2052	Mathematics and science	42.941896635	195780	Education, training, and library	55810	1	Special Education Teachers, Kindergarten and Elementary School	4	1
25-2053	Arts and humanities	45.74571599	91050	Education, training, and library	57280	0	Special Education Teachers, Middle School	4	1
25-2053	Business and management	43.096287706	91050	Education, training, and library	57280	2	Special Education Teachers, Middle School	4	1
25-2053	Communications	34.242792322	91050	Education, training, and library	57280	2	Special Education Teachers, Middle School	4	1
25-2053	Education and training	87.177978128	91050	Education, training, and library	57280	0	Special Education Teachers, Middle School	4	1
25-2053	Engineering and technology	26.004580512	91050	Education, training, and library	57280	2	Special Education Teachers, Middle School	4	1
25-2053	Health services	42.625475103	91050	Education, training, and library	57280	0	Special Education Teachers, Middle School	4	1
25-2053	Law and public safety	44.385701502	91050	Education, training, and library	57280	1	Special Education Teachers, Middle School	4	1
25-2053	Manufacturing, production, and transportation	18.353049492	91050	Education, training, and library	57280	3	Special Education Teachers, Middle School	4	1
25-2053	Mathematics and science	50.145795136	91050	Education, training, and library	57280	0	Special Education Teachers, Middle School	4	1
25-2054	Arts and humanities	46.651973667	129770	Education, training, and library	58500	0	Special Education Teachers, Secondary School	4	1
25-2054	Business and management	43.278514172	129770	Education, training, and library	58500	2	Special Education Teachers, Secondary School	4	1
25-2054	Communications	35.161757164	129770	Education, training, and library	58500	2	Special Education Teachers, Secondary School	4	1
25-2054	Education and training	79.353999399	129770	Education, training, and library	58500	0	Special Education Teachers, Secondary School	4	1
25-2054	Engineering and technology	25.301973109	129770	Education, training, and library	58500	3	Special Education Teachers, Secondary School	4	1
25-2054	Health services	47.638508172	129770	Education, training, and library	58500	0	Special Education Teachers, Secondary School	4	1
25-2054	Law and public safety	48.187935989	129770	Education, training, and library	58500	1	Special Education Teachers, Secondary School	4	1
25-2054	Manufacturing, production, and transportation	23.137139512	129770	Education, training, and library	58500	2	Special Education Teachers, Secondary School	4	1
25-2054	Mathematics and science	49.451905398	129770	Education, training, and library	58500	0	Special Education Teachers, Secondary School	4	1
25-2059	Arts and humanities	40.220638851	38410	Education, training, and library	53920	0	Special Education Teachers, All Other	4	1
25-2059	Business and management	38.116971678	38410	Education, training, and library	53920	3	Special Education Teachers, All Other	4	1
25-2059	Communications	36.885057485	38410	Education, training, and library	53920	2	Special Education Teachers, All Other	4	1
25-2059	Education and training	89.536900414	38410	Education, training, and library	53920	0	Special Education Teachers, All Other	4	1
25-2059	Engineering and technology	30.87555018	38410	Education, training, and library	53920	2	Special Education Teachers, All Other	4	1
25-2059	Health services	54.857884218	38410	Education, training, and library	53920	0	Special Education Teachers, All Other	4	1
25-2059	Law and public safety	52.670931968	38410	Education, training, and library	53920	1	Special Education Teachers, All Other	4	1
25-2059	Manufacturing, production, and transportation	20.764792461	38410	Education, training, and library	53920	2	Special Education Teachers, All Other	4	1
25-2059	Mathematics and science	43.116372788	38410	Education, training, and library	53920	1	Special Education Teachers, All Other	4	1
25-3011	Arts and humanities	48.819607879	65110	Education, training, and library	50280	0	Adult Basic and Secondary Education and Literacy Teachers and Instructors	4	1
25-3011	Business and management	41.087887259	65110	Education, training, and library	50280	3	Adult Basic and Secondary Education and Literacy Teachers and Instructors	4	1
25-3011	Communications	30.493509212	65110	Education, training, and library	50280	3	Adult Basic and Secondary Education and Literacy Teachers and Instructors	4	1
