SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
39-3091	2.C.5.a	Medicine and Dentistry	23.317682207	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.5.b	Therapy and Counseling	21.253570603	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.6	Education and Training	31.667919742	273,870	Personal care and service	19280	3	Amusement and Recreation Attendants	1	1
39-3091	2.C.7.a	English Language	49.203659669	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.7.b	Foreign Language	23.370310351	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.7.c	Fine Arts	17.509181666	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.7.d	History and Archeology	15.955295146	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3091	2.C.7.e	Philosophy and Theology	17.600324259	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.8.a	Public Safety and Security	39.983567727	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.8.b	Law and Government	22.354289332	273,870	Personal care and service	19280	2	Amusement and Recreation Attendants	1	1
39-3091	2.C.9.a	Telecommunications	20.747461229	273,870	Personal care and service	19280	1	Amusement and Recreation Attendants	1	1
39-3091	2.C.9.b	Communications and Media	31.53863853	273,870	Personal care and service	19280	0	Amusement and Recreation Attendants	1	1
39-3092	2.C.1.a	Administration and Management	31.492856462	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.1.b	Clerical	18.110770043	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.1.c	Economics and Accounting	12.680693947	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.1.d	Sales and Marketing	25.719920498	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.1.e	Customer and Personal Service	74.699586692	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.1.f	Personnel and Human Resources	26.153393398	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.10	Transportation	22.396427869	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.2.a	Production and Processing	23.773935615	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.2.b	Food Production	0	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.3.a	Computers and Electronics	42.835231957	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.3.b	Engineering and Technology	27.893676111	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.3.c	Design	38.539033532	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.3.d	Building and Construction	9.2210937628	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.3.e	Mechanical	36.500880023	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.4.a	Mathematics	46.736953629	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.4.b	Physics	4.2020402154	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.4.c	Chemistry	28.471539707	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.4.d	Biology	7.9282498167	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.4.e	Psychology	42.93849554	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.4.f	Sociology and Anthropology	39.045759733	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.4.g	Geography	17.595453423	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.5.a	Medicine and Dentistry	11.063453365	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.5.b	Therapy and Counseling	29.291637242	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.6	Education and Training	44.197608351	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.7.a	English Language	43.271896875	6,120	Personal care and service	44500	2	Costume Attendants	2	1
39-3092	2.C.7.b	Foreign Language	17.019316896	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.7.c	Fine Arts	49.415439217	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.7.d	History and Archeology	13.076696868	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.7.e	Philosophy and Theology	20.460414973	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3092	2.C.8.a	Public Safety and Security	30.567022294	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.8.b	Law and Government	16.05704081	6,120	Personal care and service	44500	3	Costume Attendants	2	1
39-3092	2.C.9.a	Telecommunications	25.7060301	6,120	Personal care and service	44500	1	Costume Attendants	2	1
39-3092	2.C.9.b	Communications and Media	34.388952033	6,120	Personal care and service	44500	0	Costume Attendants	2	1
39-3093	2.C.1.a	Administration and Management	31.974990587	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.1.b	Clerical	31.732813019	17,430	Personal care and service	21020	2	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.1.c	Economics and Accounting	22.375369098	17,430	Personal care and service	21020	2	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.1.d	Sales and Marketing	30.657089995	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.1.e	Customer and Personal Service	63.788937324	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.1.f	Personnel and Human Resources	20.899760584	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.10	Transportation	20.677109725	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.2.a	Production and Processing	17.805296283	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.2.b	Food Production	20.795604048	17,430	Personal care and service	21020	0	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.3.a	Computers and Electronics	27.138270526	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.3.b	Engineering and Technology	15.291454559	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.3.c	Design	11.9546764	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.3.d	Building and Construction	6.5356165174	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.3.e	Mechanical	17.627089832	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.a	Mathematics	32.259219178	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.b	Physics	14.191546626	17,430	Personal care and service	21020	2	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.c	Chemistry	23.849528531	17,430	Personal care and service	21020	2	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.d	Biology	12.42118015	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.e	Psychology	30.176622289	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.f	Sociology and Anthropology	18.639435942	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.4.g	Geography	20.313963764	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.5.a	Medicine and Dentistry	21.190968867	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.5.b	Therapy and Counseling	20.598196448	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.6	Education and Training	34.100691827	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.7.a	English Language	50.597571394	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.7.b	Foreign Language	15.045644666	17,430	Personal care and service	21020	2	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.7.c	Fine Arts	9.9196775121	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.7.d	History and Archeology	14.511079849	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.7.e	Philosophy and Theology	14.999999943	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.8.a	Public Safety and Security	34.583233071	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.8.b	Law and Government	16.409056693	17,430	Personal care and service	21020	3	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.9.a	Telecommunications	22.769653614	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-3093	2.C.9.b	Communications and Media	32.820290596	17,430	Personal care and service	21020	1	Locker Room, Coatroom, and Dressing Room Attendants	2	1
39-4011	2.C.1.a	Administration and Management	63.301545989	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.1.b	Clerical	58.651513102	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.1.c	Economics and Accounting	54.242050786	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.1.d	Sales and Marketing	49.477266624	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.1.e	Customer and Personal Service	89.148350223	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.1.f	Personnel and Human Resources	52.645987343	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.10	Transportation	51.099901624	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.2.a	Production and Processing	50.547855689	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.2.b	Food Production	0	3,710	Personal care and service	40410	3	Embalmers	3	1
39-4011	2.C.3.a	Computers and Electronics	53.063036922	3,710	Personal care and service	40410	2	Embalmers	3	1
39-4011	2.C.3.b	Engineering and Technology	30.707840184	3,710	Personal care and service	40410	2	Embalmers	3	1
39-4011	2.C.3.c	Design	22.785959801	3,710	Personal care and service	40410	2	Embalmers	3	1
39-4011	2.C.3.d	Building and Construction	33.915863047	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.3.e	Mechanical	45.627060468	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.4.a	Mathematics	50.607452806	3,710	Personal care and service	40410	2	Embalmers	3	1
39-4011	2.C.4.b	Physics	42.825892642	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.4.c	Chemistry	70.055077917	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.4.d	Biology	60.320336229	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.4.e	Psychology	64.876147843	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.4.f	Sociology and Anthropology	50.984310909	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.4.g	Geography	22.274264157	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.5.a	Medicine and Dentistry	35.809017274	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.5.b	Therapy and Counseling	51.490636241	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.6	Education and Training	58.016254394	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.7.a	English Language	62.938746026	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.7.b	Foreign Language	25.625321957	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.7.c	Fine Arts	25.41371944	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.7.d	History and Archeology	32.791549389	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.7.e	Philosophy and Theology	55.763788725	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.8.a	Public Safety and Security	55.1113156	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.8.b	Law and Government	55.518850818	3,710	Personal care and service	40410	0	Embalmers	3	1
39-4011	2.C.9.a	Telecommunications	29.405538731	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4011	2.C.9.b	Communications and Media	40.730823122	3,710	Personal care and service	40410	1	Embalmers	3	1
39-4021	2.C.1.a	Administration and Management	45.211883346	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
39-4021	2.C.1.b	Clerical	48.620101271	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.1.c	Economics and Accounting	29.323807958	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
39-4021	2.C.1.d	Sales and Marketing	31.087433715	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
39-4021	2.C.1.e	Customer and Personal Service	76.362106955	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.1.f	Personnel and Human Resources	25.483328273	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.10	Transportation	45.888063134	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.2.a	Production and Processing	31.909693737	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.2.b	Food Production	8.6486995087	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.3.a	Computers and Electronics	32.622516442	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.3.b	Engineering and Technology	17.958682653	35,290	Personal care and service	23770	3	Funeral Attendants	2	1
39-4021	2.C.3.c	Design	14.87951618	35,290	Personal care and service	23770	3	Funeral Attendants	2	1
39-4021	2.C.3.d	Building and Construction	15.831252845	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.3.e	Mechanical	26.432123124	35,290	Personal care and service	23770	3	Funeral Attendants	2	1
39-4021	2.C.4.a	Mathematics	39.795908198	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.4.b	Physics	16.433415437	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.4.c	Chemistry	26.20250808	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.4.d	Biology	22.42129046	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.4.e	Psychology	49.362796094	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.4.f	Sociology and Anthropology	35.411860888	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.4.g	Geography	26.370438729	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
39-4021	2.C.5.a	Medicine and Dentistry	17.976174674	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
39-4021	2.C.5.b	Therapy and Counseling	30.527271282	35,290	Personal care and service	23770	0	Funeral Attendants	2	1
39-4021	2.C.6	Education and Training	37.675304888	35,290	Personal care and service	23770	2	Funeral Attendants	2	1
39-4021	2.C.7.a	English Language	56.114168213	35,290	Personal care and service	23770	1	Funeral Attendants	2	1
